"name","gender","ethnicity","quality","call","city","jobs","experience","honors","volunteer","military","holes","school","email","computer","special","college","minimum","equal","wanted","requirements","reqexp","reqcomm","reqeduc","reqcomp","reqorg","industry"
"Emily","female","cauc","high",FALSE,"chicago",6,4,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,"some",FALSE,"secretary",TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,"health/education/social services"
"Keisha","female","afam","high",FALSE,"chicago",4,7,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,"some",FALSE,"secretary",TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,"health/education/social services"
"Latoya","female","afam","low",FALSE,"chicago",4,6,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,"some",FALSE,"secretary",TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,"health/education/social services"
"Kristen","female","cauc","low",FALSE,"chicago",4,4,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,"5",FALSE,"supervisor",TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,"unknown"
"Latoya","female","afam","low",FALSE,"chicago",2,4,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,"5",FALSE,"supervisor",TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,"unknown"
"Sarah","female","cauc","high",FALSE,"chicago",4,5,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,"5",FALSE,"supervisor",TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,"unknown"
"Tamika","female","afam","high",FALSE,"chicago",5,5,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,"5",FALSE,"supervisor",TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,"unknown"
"Aisha","female","afam","low",FALSE,"boston",3,7,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,"none",FALSE,"other",TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,"trade"
"Aisha","female","afam","high",FALSE,"boston",2,10,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,"none",FALSE,"retail sales",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"transport/communication"
"Allison","female","cauc","low",FALSE,"boston",4,6,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,"none",FALSE,"other",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"transport/communication"
"Allison","female","cauc","high",FALSE,"boston",6,8,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,"3",FALSE,"retail sales",TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,"unknown"
"Brendan","male","cauc","low",FALSE,"boston",5,8,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,"none",FALSE,"retail sales",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"transport/communication"
"Brett","male","cauc","low",TRUE,"boston",3,7,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,"some",TRUE,"other",TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,"finance/insurance/real estate"
"Brett","male","cauc","low",FALSE,"boston",4,6,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,"none",FALSE,"other",TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,"trade"
"Brett","male","cauc","high",FALSE,"boston",6,8,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,"none",FALSE,"other",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"transport/communication"
"Emily","female","cauc","high",FALSE,"boston",4,2,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,"none",FALSE,"other",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"trade"
"Jay","male","cauc","high",TRUE,"boston",6,8,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,"some",TRUE,"other",TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,"finance/insurance/real estate"
"Jill","female","cauc","low",FALSE,"boston",4,6,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,"none",FALSE,"other",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"trade"
"Jill","female","cauc","high",FALSE,"boston",6,8,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,"none",FALSE,"retail sales",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"transport/communication"
"Kareem","male","afam","low",FALSE,"boston",4,6,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,"3",FALSE,"retail sales",TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,"unknown"
"Keisha","female","afam","high",FALSE,"boston",4,2,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,"none",FALSE,"other",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"transport/communication"
"Lakisha","female","afam","high",FALSE,"boston",6,8,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,"none",FALSE,"other",TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,"trade"
"Latonya","female","afam","low",FALSE,"boston",4,8,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,"none",FALSE,"retail sales",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"transport/communication"
"Latonya","female","afam","high",FALSE,"boston",6,8,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,"none",FALSE,"other",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"trade"
"Latonya","female","afam","high",FALSE,"boston",4,2,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,"3",FALSE,"retail sales",TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,"unknown"
"Matthew","male","cauc","high",FALSE,"boston",4,2,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,"none",FALSE,"other",TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,"trade"
"Neil","male","cauc","low",FALSE,"boston",3,7,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,"3",FALSE,"retail sales",TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,"unknown"
"Tamika","female","afam","low",TRUE,"boston",4,6,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,"some",TRUE,"other",TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,"finance/insurance/real estate"
"Tamika","female","afam","low",FALSE,"boston",3,7,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,"none",FALSE,"other",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"transport/communication"
"Tremayne","male","afam","high",FALSE,"boston",4,2,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,"some",TRUE,"other",TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,"finance/insurance/real estate"
"Tyrone","male","afam","low",FALSE,"boston",3,7,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,"none",FALSE,"other",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"trade"
"Emily","female","cauc","high",FALSE,"boston",4,16,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,"none",FALSE,"supervisor",TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,"business/personal services"
"Latonya","female","afam","high",FALSE,"boston",5,19,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,"none",FALSE,"supervisor",TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,"business/personal services"
"Sarah","female","cauc","low",FALSE,"boston",5,4,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,"none",FALSE,"supervisor",TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,"business/personal services"
"Tanisha","female","afam","low",FALSE,"boston",3,4,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,"none",FALSE,"supervisor",TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,"business/personal services"
"Aisha","female","afam","low",FALSE,"boston",2,1,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,"none",FALSE,"secretary",TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,"business/personal services"
"Allison","female","cauc","low",TRUE,"boston",2,2,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,"none",FALSE,"secretary",TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,"business/personal services"
"Emily","female","cauc","high",TRUE,"boston",6,16,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,"none",FALSE,"secretary",TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,"business/personal services"
"Lakisha","female","afam","high",TRUE,"boston",5,26,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,"none",FALSE,"secretary",TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,"business/personal services"
"Jill","female","cauc","high",FALSE,"boston",5,26,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,"none",FALSE,"secretary",TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,"business/personal services"
"Kristen","female","cauc","low",FALSE,"boston",5,5,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,"none",FALSE,"secretary",TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,"business/personal services"
"Latonya","female","afam","low",FALSE,"boston",6,7,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,"none",FALSE,"secretary",TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,"business/personal services"
"Tamika","female","afam","high",FALSE,"boston",3,4,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,"none",FALSE,"secretary",TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,"business/personal services"
"Allison","female","cauc","high",FALSE,"boston",3,4,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,"none",FALSE,"secretary",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"health/education/social services"
"Keisha","female","afam","low",FALSE,"boston",2,2,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,"none",FALSE,"secretary",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"health/education/social services"
"Kristen","female","cauc","low",FALSE,"boston",2,1,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,"none",FALSE,"secretary",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"health/education/social services"
"Tanisha","female","afam","high",TRUE,"boston",5,14,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,"none",FALSE,"secretary",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"health/education/social services"
"Emily","female","cauc","low",FALSE,"boston",3,7,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,"none",FALSE,"other",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"unknown"
"Lakisha","female","afam","low",FALSE,"boston",2,6,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,"none",FALSE,"other",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"unknown"
"Matthew","male","cauc","high",FALSE,"boston",2,6,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,"none",FALSE,"other",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"unknown"
"Tanisha","female","afam","high",FALSE,"boston",4,4,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,"none",FALSE,"other",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"unknown"
"Anne","female","cauc","high",FALSE,"chicago",4,19,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,"2",FALSE,"secretary",TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,"finance/insurance/real estate"
"Latoya","female","afam","low",FALSE,"chicago",2,2,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,"2",FALSE,"secretary",TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,"finance/insurance/real estate"
"Laurie","female","cauc","low",TRUE,"chicago",5,13,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,"2",FALSE,"secretary",TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,"finance/insurance/real estate"
"Tamika","female","afam","high",FALSE,"chicago",3,7,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,"2",FALSE,"secretary",TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,"finance/insurance/real estate"
"Brendan","male","cauc","high",FALSE,"chicago",4,20,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,"3",TRUE,"supervisor",TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,"health/education/social services"
"Jamal","male","afam","high",FALSE,"chicago",5,15,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,"3",TRUE,"supervisor",TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,"health/education/social services"
"Ebony","female","afam","high",FALSE,"chicago",4,7,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,"some",FALSE,"supervisor",TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,"trade"
"Emily","female","cauc","low",FALSE,"chicago",4,6,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,"some",FALSE,"supervisor",TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,"trade"
"Latonya","female","afam","low",TRUE,"chicago",2,5,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,"some",FALSE,"supervisor",TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,"trade"
"Meredith","female","cauc","high",FALSE,"chicago",6,4,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,"some",FALSE,"supervisor",TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,"trade"
"Ebony","female","afam","high",FALSE,"chicago",4,6,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,"none",FALSE,"secretary",TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,"trade"
"Emily","female","cauc","low",FALSE,"chicago",2,6,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,"none",FALSE,"secretary",TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,"trade"
"Keisha","female","afam","low",FALSE,"chicago",2,14,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,"none",FALSE,"secretary",TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,"trade"
"Laurie","female","cauc","high",FALSE,"chicago",4,6,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,"none",FALSE,"secretary",TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,"trade"
"Anne","female","cauc","low",FALSE,"boston",3,7,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,"some",FALSE,"retail sales",TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,"unknown"
"Brad","male","cauc","low",FALSE,"boston",4,6,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,"none",FALSE,"retail sales",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"manufacturing"
"Brett","male","cauc","high",FALSE,"boston",4,2,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,"2",FALSE,"other",TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,"manufacturing"
"Ebony","female","afam","low",FALSE,"boston",3,7,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,"none",FALSE,"retail sales",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"manufacturing"
"Emily","female","cauc","low",FALSE,"boston",4,6,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,"none",FALSE,"other",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"manufacturing"
"Emily","female","cauc","high",FALSE,"boston",4,2,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,"none",FALSE,"manager",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"business/personal services"
"Jamal","male","afam","low",FALSE,"boston",3,7,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,"none",FALSE,"manager",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"business/personal services"
"Jay","male","cauc","low",FALSE,"boston",3,13,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,"2",FALSE,"retail sales",TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,"business/personal services"
"Jermaine","male","afam","high",FALSE,"boston",6,8,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,"none",FALSE,"manager",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"business/personal services"
"Jill","female","cauc","high",FALSE,"boston",4,20,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,"2",FALSE,"retail sales",TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,"business/personal services"
"Kareem","male","afam","low",FALSE,"boston",5,8,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,"2",FALSE,"retail sales",TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,"business/personal services"
"Kareem","male","afam","high",FALSE,"boston",6,8,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,"3",FALSE,"retail sales",TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,"manufacturing"
"Kareem","male","afam","high",FALSE,"boston",6,8,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,"2",FALSE,"other",TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,"manufacturing"
"Keisha","female","afam","high",FALSE,"boston",6,8,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,"none",FALSE,"retail sales",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"manufacturing"
"Kristen","female","cauc","low",FALSE,"boston",4,8,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,"some",FALSE,"retail sales",TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,"business/personal services"
"Lakisha","female","afam","low",FALSE,"boston",5,8,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,"some",FALSE,"retail sales",TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,"business/personal services"
"Leroy","male","afam","high",FALSE,"boston",4,2,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,"some",FALSE,"retail sales",TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,"unknown"
"Leroy","male","afam","high",FALSE,"boston",4,2,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,"none",FALSE,"other",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"manufacturing"
"Matthew","male","cauc","high",FALSE,"boston",2,10,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,"some",FALSE,"retail sales",TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,"business/personal services"
"Matthew","male","cauc","high",FALSE,"boston",6,8,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,"none",FALSE,"other",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"manufacturing"
"Neil","male","cauc","low",FALSE,"boston",4,6,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,"3",FALSE,"retail sales",TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,"manufacturing"
"Sarah","female","cauc","low",FALSE,"boston",4,6,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,"none",FALSE,"manager",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"business/personal services"
"Sarah","female","cauc","high",FALSE,"boston",6,8,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,"some",FALSE,"retail sales",TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,"unknown"
"Tamika","female","afam","low",FALSE,"boston",3,7,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,"3",FALSE,"retail sales",TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,"manufacturing"
"Tanisha","female","afam","low",FALSE,"boston",4,6,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,"2",FALSE,"other",TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,"manufacturing"
"Tanisha","female","afam","low",FALSE,"boston",3,7,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,"none",FALSE,"other",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"manufacturing"
"Tanisha","female","afam","high",FALSE,"boston",7,5,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,"2",FALSE,"retail sales",TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,"business/personal services"
"Todd","male","cauc","low",FALSE,"boston",3,7,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,"2",FALSE,"other",TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,"manufacturing"
"Todd","male","cauc","high",FALSE,"boston",4,2,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,"3",FALSE,"retail sales",TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,"manufacturing"
"Todd","male","cauc","high",FALSE,"boston",4,2,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,"none",FALSE,"retail sales",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"manufacturing"
"Tremayne","male","afam","low",FALSE,"boston",4,6,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,"some",FALSE,"retail sales",TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,"unknown"
"Tremayne","male","afam","high",FALSE,"boston",6,8,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,"some",FALSE,"retail sales",TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,"business/personal services"
"Emily","female","cauc","high",FALSE,"boston",6,9,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,"none",FALSE,"office support",TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,"finance/insurance/real estate"
"Jill","female","cauc","low",FALSE,"boston",6,7,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,"none",FALSE,"office support",TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,"finance/insurance/real estate"
"Lakisha","female","afam","high",FALSE,"boston",5,26,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,"none",FALSE,"office support",TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,"finance/insurance/real estate"
"Tanisha","female","afam","low",FALSE,"boston",5,13,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,"none",FALSE,"office support",TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,"finance/insurance/real estate"
"Jill","female","cauc","low",FALSE,"boston",5,13,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,"none",FALSE,"office support",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"manufacturing"
"Kenya","female","afam","low",FALSE,"boston",5,4,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,"none",FALSE,"office support",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"manufacturing"
"Kristen","female","cauc","high",FALSE,"boston",6,16,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,"none",FALSE,"office support",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"manufacturing"
"Latoya","female","afam","high",FALSE,"boston",1,5,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,"none",FALSE,"office support",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"manufacturing"
"Carrie","female","cauc","high",FALSE,"boston",6,9,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,"none",FALSE,"office support",TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,"trade"
"Emily","female","cauc","low",FALSE,"boston",5,5,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,"none",FALSE,"office support",TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,"trade"
"Latonya","female","afam","low",FALSE,"boston",2,2,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,"none",FALSE,"office support",TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,"trade"
"Latoya","female","afam","high",FALSE,"boston",5,26,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,"none",FALSE,"office support",TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,"trade"
"Anne","female","cauc","low",TRUE,"boston",5,13,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,"none",TRUE,"supervisor",TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,"health/education/social services"
"Keisha","female","afam","high",TRUE,"boston",4,13,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,"none",TRUE,"supervisor",TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,"health/education/social services"
"Kenya","female","afam","low",TRUE,"boston",3,7,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,"none",TRUE,"supervisor",TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,"health/education/social services"
"Meredith","female","cauc","high",TRUE,"boston",5,14,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,"none",TRUE,"supervisor",TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,"health/education/social services"
